-7.001659	1.047168	-0.059864
-7.001514	1.046226	-0.327104
-7.001370	1.044877	-0.330244
-7.001225	1.043143	-0.421045
-7.001081	1.041092	-0.423440
-7.000936	1.039006	-0.478085
-7.000792	1.037089	-0.479605
-7.000647	1.035286	-0.518650
-7.000503	1.033562	-0.519864
-7.000358	1.031803	-0.550308
-7.000214	1.029946	-0.551143
-7.000070	1.028143	-0.575555
-6.999925	1.026531	-0.575573
-6.999781	1.025280	-0.595467
-6.999636	1.024599	-0.594854
-6.999492	1.024425	-0.611723
-6.999347	1.024900	-0.611027
-6.999203	1.026067	-0.626067
-6.999058	1.027956	-0.626056
-6.998914	1.030380	-0.640813
-6.998769	1.032903	-0.642769
-6.998625	1.035000	-0.658317
-6.998480	1.036386	-0.661949
-6.998336	1.037016	-0.677388
-6.998191	1.036952	-0.681519
-6.998047	1.036110	-0.696286
-6.997903	1.034403	-0.700345
-6.997758	1.031782	-0.713705
-6.997614	1.028438	-0.716305
-6.997469	1.024968	-0.726685
-6.997325	1.022026	-0.726800
-6.997180	1.020150	-0.734659
-6.997036	1.019489	-0.733972
-6.996891	1.019773	-0.741829
-6.996747	1.020495	-0.742586
-6.996602	1.021002	-0.751726
-6.996458	1.020974	-0.753703
-6.996313	1.020412	-0.762763
-6.996169	1.019629	-0.764352
-6.996025	1.018960	-0.772357
-6.995880	1.018621	-0.773470
-6.995736	1.018631	-0.781165
-6.995591	1.018789	-0.782702
-6.995447	1.019012	-0.790657
-6.995302	1.019271	-0.792779
-6.995158	1.019511	-0.801122
-6.995013	1.019654	-0.804013
-6.994869	1.019540	-0.813026
-6.994724	1.018894	-0.816944
-6.994580	1.017491	-0.826638
-6.994435	1.014988	-0.831107
-6.994291	1.011199	-0.840381
-6.994146	1.006295	-0.843587
-6.994002	1.000557	-0.850374
-6.993858	0.994582	-0.850452
-6.993713	0.989037	-0.853493
-6.993569	0.984681	-0.850077
-6.993424	0.982132	-0.850245
-6.993280	0.981712	-0.845452
-6.993135	0.983404	-0.845703
-6.992991	0.986822	-0.842830
-6.992846	0.991267	-0.846200
-6.992702	0.995853	-0.847393
-6.992557	0.999659	-0.854658
-6.992413	1.002070	-0.858993
-6.992268	1.002844	-0.867884
-6.992124	1.002120	-0.872458
-6.991980	1.000303	-0.880191
-6.991835	0.997945	-0.882925
-6.991691	0.995659	-0.888455
-6.991546	0.993898	-0.889462
-6.991402	0.992808	-0.893923
-6.991257	0.992370	-0.894784
-6.991113	0.992330	-0.899667
-6.990968	0.992508	-0.901388
-6.990824	0.992775	-0.907201
-6.990679	0.992846	-0.910197
-6.990535	0.992393	-0.917253
-6.990390	0.991066	-0.921311
-6.990246	0.988663	-0.928687
-6.990101	0.985296	-0.932203
-6.989957	0.981264	-0.938158
-6.989813	0.976903	-0.939882
-6.989668	0.972580	-0.943772
-6.989524	0.968681	-0.943627
-6.989379	0.965363	-0.945972
-6.989235	0.962782	-0.944817
-6.989090	0.960969	-0.946644
-6.988946	0.959817	-0.945635
-6.988801	0.959040	-0.947998
-6.988657	0.958421	-0.947697
-6.988512	0.957904	-0.950460
-6.988368	0.957638	-0.950446
-6.988223	0.957693	-0.953554
-6.988079	0.958067	-0.954380
-6.987935	0.958422	-0.958833
-6.987790	0.958287	-0.961407
-6.987646	0.957049	-0.967306
-6.987501	0.954461	-0.970367
-6.987357	0.950702	-0.975275
-6.987212	0.946401	-0.976186
-6.987068	0.942304	-0.978376
-6.986923	0.938915	-0.977037
-6.986779	0.936393	-0.977824
-6.986634	0.934604	-0.976030
-6.986490	0.933292	-0.976880
-6.986345	0.932260	-0.975314
-6.986201	0.931485	-0.976147
-6.986056	0.931106	-0.974479
-6.985912	0.931147	-0.975294
-6.985768	0.931639	-0.973805
-6.985623	0.932603	-0.974891
-6.985479	0.934138	-0.973991
-6.985334	0.936092	-0.976119
-6.985190	0.938202	-0.976779
-6.985045	0.940025	-0.980656
-6.984901	0.941249	-0.982929
-6.984756	0.941604	-0.987882
-6.984612	0.940980	-0.990469
-6.984467	0.939643	-0.994688
-6.984323	0.938120	-0.995867
-6.984178	0.936917	-0.998624
-6.984034	0.936251	-0.999002
-6.983890	0.935991	-1.001699
-6.983745	0.935891	-1.002632
-6.983601	0.935640	-1.006003
-6.983456	0.935097	-1.007421
-6.983312	0.934202	-1.010864
-6.983167	0.933120	-1.011992
-6.983023	0.931973	-1.014899
-6.982878	0.930943	-1.015525
-6.982734	0.930052	-1.018092
-6.982589	0.929234	-1.018602
-6.982445	0.928455	-1.021061
-6.982300	0.927705	-1.021361
-6.982156	0.927148	-1.023420
-6.982011	0.926966	-1.023408
-6.981867	0.927216	-1.025457
-6.981723	0.927831	-1.025872
-6.981578	0.928692	-1.028653
-6.981434	0.929599	-1.030110
-6.981289	0.930234	-1.033989
-6.981145	0.930480	-1.036310
-6.981000	0.930301	-1.040624
-6.980856	0.929820	-1.043072
-6.980711	0.929139	-1.047410
-6.980567	0.928175	-1.050043
-6.980422	0.926820	-1.054567
-6.980278	0.924982	-1.057290
-6.980133	0.922537	-1.061596
-6.979989	0.919565	-1.063624
-6.979845	0.916263	-1.066655
-6.979700	0.913017	-1.067112
-6.979556	0.910146	-1.068526
-6.979411	0.908024	-1.067702
-6.979267	0.906812	-1.068539
-6.979122	0.906395	-1.068154
-6.978978	0.906277	-1.070356
-6.978833	0.905798	-1.071751
-6.978689	0.904421	-1.075304
-6.978544	0.901902	-1.076948
-6.978400	0.898564	-1.079286
-6.978255	0.895074	-1.078595
-6.978111	0.892255	-1.078213
-6.977966	0.890707	-1.075416
-6.977822	0.890643	-1.074101
-6.977678	0.891957	-1.071754
-6.977533	0.894218	-1.072031
-6.977389	0.896906	-1.072021
-6.977244	0.899438	-1.074890
-6.977100	0.901335	-1.077177
-6.976955	0.902389	-1.081600
-6.976811	0.902547	-1.084657
-6.976666	0.901908	-1.089069
-6.976522	0.900786	-1.091458
-6.976377	0.899592	-1.094775
-6.976233	0.898741	-1.096271
-6.976088	0.898368	-1.099424
-6.975944	0.898160	-1.101652
-6.975799	0.897616	-1.106034
-6.975655	0.896330	-1.109289
-6.975511	0.894180	-1.113905
-6.975366	0.891452	-1.116458
-6.975222	0.888656	-1.119817
-6.975077	0.886108	-1.121323
-6.974933	0.883948	-1.124221
-6.974788	0.882046	-1.126033
-6.974644	0.880090	-1.129895
-6.974499	0.877541	-1.133079
-6.974355	0.873758	-1.138145
-6.974210	0.868315	-1.141576
-6.974066	0.861271	-1.145275
-6.973921	0.853146	-1.145708
-6.973777	0.844747	-1.145193
-6.973633	0.837070	-1.140913
-6.973488	0.831046	-1.136086
-6.973344	0.827278	-1.128772
-6.973199	0.825874	-1.122710
-6.973055	0.826478	-1.116020
-6.972910	0.828547	-1.111819
-6.972766	0.831498	-1.107641
-6.972621	0.834848	-1.106104
-6.972477	0.838293	-1.104459
-6.972332	0.841528	-1.105251
-6.972188	0.844227	-1.105681
-6.972043	0.846039	-1.107979
-6.971899	0.847006	-1.108933
-6.971754	0.847567	-1.110703
-6.971610	0.848269	-1.110719
-6.971466	0.849535	-1.111958
-6.971321	0.851313	-1.112355
-6.971177	0.853291	-1.114784
-6.971032	0.855059	-1.116795
-6.970888	0.856247	-1.120729
-6.970743	0.856710	-1.123778
-6.970599	0.856445	-1.128170
-6.970454	0.855522	-1.131260
-6.970310	0.854006	-1.135422
-6.970165	0.851964	-1.138104
-6.970021	0.849452	-1.141674
-6.969876	0.846504	-1.143658
-6.969732	0.843122	-1.146289
-6.969588	0.839502	-1.147028
-6.969443	0.835854	-1.148201
-6.969299	0.832478	-1.147460
-6.969154	0.829526	-1.147454
-6.969010	0.826997	-1.145968
-6.968865	0.824842	-1.145449
-6.968721	0.823045	-1.143616
-6.968576	0.821620	-1.142871
-6.968432	0.820516	-1.140962
-6.968287	0.819705	-1.140238
-6.968143	0.819125	-1.138469
-6.967998	0.818669	-1.137907
-6.967854	0.818337	-1.136208
-6.967709	0.818127	-1.135658
-6.967565	0.817974	-1.133985
-6.967421	0.817782	-1.133269
-6.967276	0.817661	-1.130970
-6.967132	0.818060	-1.129157
-6.966987	0.819524	-1.125819
-6.966843	0.822339	-1.123770
-6.966698	0.826405	-1.121453
-6.966554	0.831264	-1.121535
-6.966409	0.836448	-1.122028
-6.966265	0.841331	-1.125159
-6.966120	0.845377	-1.128461
-6.965976	0.848247	-1.133584
-6.965831	0.849970	-1.137745
-6.965687	0.850971	-1.142748
-6.965543	0.851616	-1.146526
-6.965398	0.852005	-1.151512
-6.965254	0.851846	-1.155660
-6.965109	0.850920	-1.160870
-6.964965	0.849220	-1.164697
-6.964820	0.847031	-1.168932
-6.964676	0.844719	-1.171439
-6.964531	0.842591	-1.174475
-6.964387	0.840878	-1.176212
-6.964242	0.839568	-1.179199
-6.964098	0.838368	-1.181654
-6.963953	0.836838	-1.185855
-6.963809	0.834396	-1.189523
-6.963664	0.830723	-1.194221
-6.963520	0.825747	-1.197236
-6.963376	0.819875	-1.199936
-6.963231	0.813777	-1.200078
-6.963087	0.808185	-1.199800
-6.962942	0.803469	-1.197624
-6.962798	0.799621	-1.196009
-6.962653	0.796460	-1.193248
-6.962509	0.793864	-1.191410
-6.962364	0.791741	-1.188547
-6.962220	0.790047	-1.186733
-6.962075	0.788628	-1.184032
-6.961931	0.787324	-1.182380
-6.961786	0.786032	-1.179625
-6.961642	0.784866	-1.177479
-6.961498	0.784068	-1.173883
-6.961353	0.783967	-1.170879
-6.961209	0.784676	-1.166793
-6.961064	0.786286	-1.163742
-6.960920	0.788676	-1.160082
-6.960775	0.791785	-1.157812
-6.960631	0.795577	-1.155144
-6.960486	0.800045	-1.154076
-6.960342	0.805153	-1.153062
-6.960197	0.810600	-1.154322
-6.960053	0.815739	-1.156132
-6.959908	0.820007	-1.159970
-6.959764	0.823226	-1.163404
-6.959619	0.825625	-1.167823
-6.959475	0.827539	-1.171314
-6.959331	0.829039	-1.175840
-6.959186	0.830022	-1.179615
-6.959042	0.830368	-1.184269
-6.958897	0.830135	-1.187696
-6.958753	0.829619	-1.191529
-6.958608	0.829155	-1.193950
-6.958464	0.829089	-1.197057
-6.958319	0.829413	-1.199498
-6.958175	0.829920	-1.203383
-6.958030	0.830163	-1.207002
-6.957886	0.829880	-1.212003
