-7.001659	1.138456	-0.436058
-7.001514	1.138055	-0.655118
-7.001370	1.138004	-0.657241
-7.001225	1.138168	-0.732177
-7.001081	1.138338	-0.735274
-7.000936	1.138322	-0.782312
-7.000792	1.137845	-0.786369
-7.000647	1.136887	-0.821646
-7.000503	1.135426	-0.825964
-7.000358	1.133543	-0.854465
-7.000214	1.131077	-0.858839
-7.000070	1.127968	-0.882746
-6.999925	1.124214	-0.886464
-6.999781	1.119996	-0.906125
-6.999636	1.115685	-0.908192
-6.999492	1.111663	-0.923981
-6.999347	1.108037	-0.924781
-6.999203	1.104818	-0.937929
-6.999058	1.102166	-0.937888
-6.998914	1.100361	-0.949105
-6.998769	1.099470	-0.949140
-6.998625	1.099321	-0.960251
-6.998480	1.099430	-0.962173
-6.998336	1.099233	-0.974686
-6.998191	1.098042	-0.978710
-6.998047	1.095400	-0.991715
-6.997903	1.091322	-0.995496
-6.997758	1.086342	-1.006123
-6.997614	1.081164	-1.007277
-6.997469	1.076545	-1.014724
-6.997325	1.072850	-1.014106
-6.997180	1.070068	-1.020445
-6.997036	1.067818	-1.020262
-6.996891	1.065576	-1.027223
-6.996747	1.062855	-1.027894
-6.996602	1.059470	-1.034548
-6.996458	1.055609	-1.034232
-6.996313	1.051820	-1.038679
-6.996169	1.048748	-1.036306
-6.996025	1.046783	-1.038999
-6.995880	1.045976	-1.036163
-6.995736	1.046154	-1.039077
-6.995591	1.047017	-1.037431
-6.995447	1.048240	-1.041664
-6.995302	1.049495	-1.041694
-6.995158	1.050539	-1.047254
-6.995013	1.051183	-1.048567
-6.994869	1.051331	-1.054827
-6.994724	1.050928	-1.056663
-6.994580	1.050001	-1.062868
-6.994435	1.048678	-1.064452
-6.994291	1.047065	-1.069983
-6.994146	1.045406	-1.070944
-6.994002	1.043765	-1.075811
-6.993858	1.042213	-1.076528
-6.993713	1.040593	-1.081286
-6.993569	1.038676	-1.082108
-6.993424	1.036456	-1.086481
-6.993280	1.034123	-1.086693
-6.993135	1.031826	-1.090315
-6.992991	1.029508	-1.090114
-6.992846	1.026940	-1.093339
-6.992702	1.023958	-1.092612
-6.992557	1.020612	-1.094456
-6.992413	1.017287	-1.091549
-6.992268	1.014795	-1.090442
-6.992124	1.014092	-1.084938
-6.991980	1.015627	-1.082595
-6.991835	1.019244	-1.078086
-6.991691	1.024090	-1.078630
-6.991546	1.029114	-1.078154
-6.991402	1.033355	-1.082492
-6.991257	1.036222	-1.084827
-6.991113	1.037563	-1.090337
-6.990968	1.037623	-1.092356
-6.990824	1.036867	-1.096187
-6.990679	1.036023	-1.095751
-6.990535	1.035871	-1.096879
-6.990390	1.037030	-1.094457
-6.990246	1.039675	-1.094767
-6.990101	1.043684	-1.092903
-6.989957	1.048756	-1.094752
-6.989813	1.054547	-1.095242
-6.989668	1.060588	-1.099911
-6.989524	1.066301	-1.103476
-6.989379	1.071257	-1.110864
-6.989235	1.075219	-1.116567
-6.989090	1.078167	-1.125369
-6.988946	1.080032	-1.132012
-6.988801	1.080869	-1.141194
-6.988657	1.080716	-1.147911
-6.988512	1.079555	-1.156762
-6.988368	1.077484	-1.162642
-6.988223	1.074814	-1.170069
-6.988079	1.071915	-1.174291
-6.987935	1.069182	-1.180122
-6.987790	1.066698	-1.183339
-6.987646	1.064406	-1.188698
-6.987501	1.062133	-1.191871
-6.987357	1.059698	-1.197220
-6.987212	1.057071	-1.200264
-6.987068	1.054279	-1.205317
-6.986923	1.051377	-1.208128
-6.986779	1.048181	-1.213030
-6.986634	1.044446	-1.215602
-6.986490	1.040208	-1.219649
-6.986345	1.035779	-1.220705
-6.986201	1.031644	-1.222828
-6.986056	1.028179	-1.222209
-6.985912	1.025664	-1.223350
-6.985768	1.023880	-1.222755
-6.985623	1.022454	-1.224654
-6.985479	1.020837	-1.225031
-6.985334	1.018832	-1.227338
-6.985190	1.016584	-1.227361
-6.985045	1.014396	-1.228703
-6.984901	1.012606	-1.227632
-6.984756	1.011519	-1.228060
-6.984612	1.011283	-1.226619
-6.984467	1.011896	-1.227358
-6.984323	1.013155	-1.226950
-6.984178	1.014787	-1.229172
-6.984034	1.016499	-1.230602
-6.983890	1.017938	-1.234765
-6.983745	1.018724	-1.237998
-6.983601	1.018608	-1.243455
-6.983456	1.017574	-1.247326
-6.983312	1.015693	-1.252788
-6.983167	1.013075	-1.256295
-6.983023	1.009768	-1.261104
-6.982878	1.005779	-1.263722
-6.982734	1.001205	-1.267197
-6.982589	0.996317	-1.267966
-6.982445	0.991564	-1.269251
-6.982300	0.987276	-1.267980
-6.982156	0.983754	-1.267662
-6.982011	0.981013	-1.265452
-6.981867	0.978975	-1.264851
-6.981723	0.977328	-1.262916
-6.981578	0.975714	-1.262620
-6.981434	0.974059	-1.260510
-6.981289	0.972619	-1.259329
-6.981145	0.971918	-1.255984
-6.981000	0.972399	-1.253889
-6.980856	0.974178	-1.250641
-6.980711	0.976954	-1.249822
-6.980567	0.980177	-1.248739
-6.980422	0.983258	-1.250259
-6.980278	0.985820	-1.251058
-6.980133	0.987823	-1.253567
-6.979989	0.989514	-1.254566
-6.979845	0.991326	-1.256944
-6.979700	0.993428	-1.258161
-6.979556	0.995700	-1.261430
-6.979411	0.997692	-1.264097
-6.979267	0.998984	-1.268735
-6.979122	0.999438	-1.272106
-6.978978	0.999206	-1.276598
-6.978833	0.998601	-1.279345
-6.978689	0.997870	-1.283076
-6.978544	0.997151	-1.285243
-6.978400	0.996459	-1.288739
-6.978255	0.995552	-1.291053
-6.978111	0.994100	-1.294588
-6.977966	0.992116	-1.296214
-6.977822	0.990022	-1.298139
-6.977678	0.988544	-1.297711
